row_number,invoice_id,branch,customer_id,gender,age,customer_type,credit_score,has_creditcard,is_active_member,product_category,number_of_products,tax_amount,price,total_amount,ratings,customer_churn
1113,314-23-4520,C,15683027,Male,29,Member,570,1,1,Health and beauty,7,28.4305,81.23,597.0405,9.0,0
2689,655-07-2265,A,15793896,Male,40,Normal,677,1,1,Electronic accessories,3,11.7465,78.31,246.6765,5.4,0
6473,201-86-2184,B,15728564,Male,41,Member,682,0,1,Electronic accessories,7,9.191,26.26,193.011,9.9,1
8820,195-06-0432,A,15636812,Male,40,Member,583,0,0,Home and lifestyle,3,12.1515,81.01,255.1815,9.3,0
7808,829-49-1914,C,15730657,Female,41,Member,548,0,1,Food and beverages,10,39.155,78.31,822.255,6.6,0
3411,300-71-4605,C,15647453,Male,42,Member,721,0,0,Electronic accessories,5,21.51,86.04,451.71,4.8,0
81,366-93-0948,A,15781989,Male,42,Member,733,1,0,Electronic accessories,1,3.3175,66.35,69.6675,9.7,0
4614,225-32-0908,C,15715510,Male,29,Normal,768,1,1,Sports and travel,10,22.43,44.86,471.03,8.2,0
1374,307-04-2070,A,15657809,Male,55,Member,585,1,1,Fashion accessories,1,1.531,30.62,32.151,4.1,1
1510,881-41-7302,C,15571666,Male,30,Normal,642,0,0,Fashion accessories,1,3.2495,64.99,68.2395,4.5,0
6443,692-92-5582,B,15750765,Male,71,Member,650,1,1,Food and beverages,3,8.226,54.84,172.746,5.9,0
3071,612-36-5536,A,15801934,Male,66,Member,678,1,1,Food and beverages,8,32.384,80.96,680.064,7.4,0
3016,268-03-6164,B,15575955,Female,24,Normal,764,1,0,Health and beauty,1,4.8055,96.11,100.9155,7.8,0
4823,151-27-8496,C,15590606,Male,41,Normal,595,1,0,Electronic accessories,4,11.226,56.13,235.746,8.6,0
7822,183-21-3799,C,15744983,Male,47,Normal,712,1,1,Electronic accessories,9,34.9335,77.63,733.6035,7.2,0
93,210-74-9613,C,15637857,Female,31,Normal,616,0,1,Fashion accessories,4,19.452,97.26,408.492,6.8,0
9421,600-38-9738,C,15738267,Female,64,Member,544,1,1,Sports and travel,5,17.98,71.92,377.58,4.3,1
6600,582-52-8065,B,15638068,Male,32,Normal,507,1,0,Fashion accessories,9,24.4395,54.31,513.2295,8.9,0
4443,482-17-1179,A,15628824,Female,37,Member,665,0,1,Electronic accessories,3,1.791,11.94,37.611,8.1,0
7602,155-45-3814,C,15613623,Male,62,Member,640,1,1,Electronic accessories,8,35.42,88.55,743.82,4.7,0
3835,379-17-6588,C,15663885,Male,32,Normal,741,1,1,Fashion accessories,10,29.805,59.61,625.905,5.3,0
9702,794-42-3736,B,15649858,Male,37,Normal,469,1,1,Food and beverages,2,3.333,33.33,69.993,6.4,0
4322,320-85-2052,B,15607301,Female,63,Normal,651,1,1,Sports and travel,1,1.7405,34.81,36.5505,7.0,0
3394,892-05-6689,A,15567832,Female,40,Normal,550,1,0,Home and lifestyle,5,7.08,28.32,148.68,6.2,0
4752,152-03-4217,B,15736287,Male,33,Normal,586,1,0,Home and lifestyle,9,5.076,11.28,106.596,4.3,0
7229,262-47-2794,B,15758306,Male,32,Member,654,1,1,Home and lifestyle,8,28.744,71.86,603.624,6.2,0
9191,835-16-0096,C,15813681,Male,24,Member,786,1,1,Sports and travel,5,3.675,14.7,77.175,8.5,0
2361,268-27-6179,B,15733872,Female,33,Member,791,0,0,Fashion accessories,8,22.588,56.47,474.348,7.3,1
1148,704-11-6354,A,15610383,Female,46,Member,628,1,0,Home and lifestyle,8,23.56,58.9,494.76,8.9,1
5666,821-14-9046,B,15577999,Female,62,Member,850,1,0,Fashion accessories,6,5.244,17.48,110.124,6.1,1
8075,894-41-5205,C,15576990,Female,25,Normal,790,1,0,Food and beverages,8,17.272,43.18,362.712,8.3,0
4943,314-23-4520,C,15703820,Male,42,Member,552,1,0,Health and beauty,7,28.4305,81.23,597.0405,9.0,1
3663,729-46-7422,C,15662976,Male,37,Normal,637,1,1,Food and beverages,1,1.7945,35.89,37.6845,7.9,0
1563,491-38-3499,A,15664668,Female,42,Member,534,0,1,Fashion accessories,1,2.7725,55.45,58.2225,4.9,1
4113,642-30-6693,B,15608408,Male,39,Normal,598,1,0,Sports and travel,6,16.353,54.51,343.413,7.8,0
9050,533-66-5566,B,15765732,Female,24,Normal,564,1,1,Home and lifestyle,7,17.8745,51.07,375.3645,7.0,0
9276,384-59-6655,A,15665629,Female,33,Member,719,1,0,Food and beverages,9,44.397,98.66,932.337,8.4,0
8538,590-83-4591,B,15706899,Male,34,Member,559,1,1,Electronic accessories,6,26.235,87.45,550.935,8.8,0
795,751-15-6198,B,15640507,Female,35,Normal,762,1,1,Sports and travel,6,6.903,23.01,144.963,7.9,1
5854,483-71-1164,C,15728523,Male,41,Normal,522,1,1,Health and beauty,6,24.39,81.3,512.19,5.3,0
7619,457-13-1708,B,15649129,Male,32,Member,757,1,0,Fashion accessories,10,32.615,65.23,684.915,5.2,0
1594,156-20-0370,B,15778604,Female,47,Normal,571,0,0,Electronic accessories,1,1.2725,25.45,26.7225,5.1,0
7418,541-89-9860,C,15674328,Female,40,Member,670,1,1,Fashion accessories,3,12.072,80.48,253.512,8.1,1
5267,462-67-9126,A,15749114,Male,35,Normal,634,1,1,Home and lifestyle,6,21.966,73.22,461.286,7.2,0
7147,633-91-1052,A,15679299,Female,27,Normal,726,0,1,Home and lifestyle,2,1.203,12.03,25.263,5.1,0
89,838-02-1821,C,15614491,Male,39,Member,539,1,0,Home and lifestyle,2,1.273,12.73,26.733,5.2,0
8695,667-92-0055,A,15591135,Male,37,Member,726,1,0,Health and beauty,6,29.949,99.83,628.929,8.5,0
9732,226-31-3081,C,15606887,Female,30,Normal,775,1,0,Electronic accessories,5,3.82,15.28,80.22,9.6,1
9446,790-38-4466,C,15752885,Male,42,Normal,529,1,1,Health and beauty,5,2.7475,10.99,57.6975,9.3,0
6754,257-73-1380,C,15771000,Male,38,Member,684,1,0,Sports and travel,4,16.586,82.93,348.306,9.6,0
3502,408-26-9866,C,15642448,Male,28,Normal,656,1,1,Sports and travel,7,25.893,73.98,543.753,4.1,0
2234,183-56-6882,C,15732963,Female,29,Member,722,1,1,Food and beverages,4,19.884,99.42,417.564,7.5,0
2803,811-35-1094,B,15718281,Male,67,Member,706,1,1,Electronic accessories,6,15.135,50.45,317.835,8.9,1
4424,238-45-6950,B,15679733,Male,40,Member,796,1,1,Food and beverages,1,2.686,53.72,56.406,6.4,0
5663,219-61-4139,C,15762392,Male,30,Normal,683,1,1,Electronic accessories,1,4.154,83.08,87.234,6.4,0
7170,726-29-6793,A,15802466,Female,53,Member,534,1,1,Electronic accessories,8,9.672,24.18,203.112,9.8,0
8337,394-55-6384,C,15681990,Male,24,Member,497,1,0,Sports and travel,9,31.5855,70.19,663.2955,6.7,0
2148,744-09-5786,B,15621205,Male,34,Normal,578,1,1,Electronic accessories,6,6.603,22.01,138.663,7.6,0
7969,144-51-6085,A,15582154,Female,45,Member,670,1,1,Home and lifestyle,4,14.148,70.74,297.108,4.4,0
6551,136-08-6195,A,15668893,Male,39,Normal,782,1,1,Home and lifestyle,8,27.984,69.96,587.664,6.4,0
7643,651-61-0874,C,15601857,Female,46,Normal,705,0,0,Home and lifestyle,4,9.244,46.22,194.124,6.2,1
6164,244-08-0162,B,15566594,Male,23,Normal,709,0,0,Health and beauty,10,17.105,34.21,359.205,5.1,0
1495,559-98-9873,A,15741988,Female,52,Member,492,1,0,Fashion accessories,7,18.7775,53.65,394.3275,5.2,1
7696,848-62-7243,A,15634218,Male,27,Normal,501,1,0,Health and beauty,9,11.2005,24.89,235.2105,7.4,0
7094,192-98-7397,C,15732628,Male,46,Normal,745,1,1,Fashion accessories,1,0.639,12.78,13.419,9.5,0
1409,420-04-7590,B,15707291,Male,48,Normal,477,1,1,Home and lifestyle,3,14.955,99.7,314.055,4.7,0
6691,246-55-6923,C,15714658,Female,33,Member,696,1,1,Home and lifestyle,9,16.1055,35.79,338.2155,5.1,0
3401,848-07-1692,B,15647191,Male,36,Normal,677,1,0,Health and beauty,2,5.722,57.22,120.162,8.3,0
109,182-69-8360,B,15607746,Female,36,Normal,573,1,1,Electronic accessories,4,4.73,23.65,99.33,4.0,0
5636,233-67-5758,C,15580623,Male,28,Normal,573,0,0,Health and beauty,1,2.0175,40.35,42.3675,6.2,0
8482,289-15-7034,A,15642162,Male,35,Member,603,1,0,Sports and travel,4,16.466,82.33,345.786,7.5,1
6604,439-54-7422,A,15675380,Male,56,Normal,573,0,1,Electronic accessories,4,10.238,51.19,214.998,4.7,1
1091,896-34-0956,A,15601627,Male,33,Normal,587,0,0,Fashion accessories,1,1.066,21.32,22.386,5.9,0
5560,842-29-4695,C,15742019,Female,39,Member,675,0,0,Sports and travel,7,5.999,17.14,125.979,7.9,0
9412,343-87-0864,C,15626578,Male,26,Member,622,1,1,Health and beauty,1,3.794,75.88,79.674,7.1,0
8143,746-94-0204,A,15725772,Female,36,Normal,654,1,1,Fashion accessories,9,37.458,83.24,786.618,7.4,0
8664,665-32-9167,A,15792365,Male,44,Member,501,0,1,Health and beauty,2,3.626,36.26,76.146,7.2,0
6596,376-02-8238,B,15656330,Female,32,Normal,528,1,1,Home and lifestyle,8,37.548,93.87,788.508,8.3,0
624,881-41-7302,C,15616700,Female,41,Normal,622,1,1,Fashion accessories,1,3.2495,64.99,68.2395,4.5,0
6871,401-18-8016,B,15624892,Male,37,Member,712,1,0,Sports and travel,1,4.9065,98.13,103.0365,8.9,0
4814,414-12-7047,B,15785339,Female,50,Normal,640,0,0,Food and beverages,8,7.916,19.79,166.236,8.7,0
6553,448-34-8700,B,15790809,Male,40,Member,685,1,0,Home and lifestyle,7,12.9185,36.91,271.2885,6.7,0
7530,569-76-2760,A,15701936,Male,28,Member,467,1,0,Sports and travel,4,4.402,22.01,92.442,6.6,1
5796,448-34-8700,B,15756848,Male,42,Member,633,0,1,Home and lifestyle,7,12.9185,36.91,271.2885,6.7,0
7437,227-78-1148,B,15567339,Male,73,Normal,735,1,1,Fashion accessories,7,25.494,72.84,535.374,8.4,0
4218,318-81-2368,C,15668767,Male,36,Normal,850,1,0,Electronic accessories,1,2.31,46.2,48.51,6.3,0
5941,853-23-2453,B,15592461,Male,26,Member,603,1,1,Health and beauty,4,15.148,75.74,318.108,7.6,0
8501,246-55-6923,C,15723720,Female,31,Member,591,0,1,Home and lifestyle,9,16.1055,35.79,338.2155,5.1,0
6429,120-06-4233,C,15670619,Female,33,Normal,631,0,0,Electronic accessories,6,9.183,30.61,192.843,9.3,0
6827,620-02-2046,C,15574858,Male,37,Normal,530,1,1,Home and lifestyle,2,6.94,69.4,145.74,9.0,0
4131,760-54-1821,B,15720155,Male,29,Normal,630,0,1,Home and lifestyle,9,6.1155,13.59,128.4255,5.8,1
7802,868-81-1752,B,15806332,Female,39,Normal,484,1,1,Home and lifestyle,9,9.909,22.02,208.089,6.8,0
7754,443-59-0061,A,15615931,Female,37,Member,746,0,1,Food and beverages,10,33.725,67.45,708.225,4.2,0
4722,582-52-8065,B,15688563,Male,31,Normal,694,1,0,Fashion accessories,9,24.4395,54.31,513.2295,8.9,0
1651,541-48-8554,A,15682454,Female,34,Normal,626,1,1,Sports and travel,9,27.4275,60.95,575.9775,6.0,0
4141,782-95-9291,A,15725997,Female,35,Member,660,1,0,Food and beverages,5,23.0725,92.29,484.5225,9.0,0
1618,603-07-0961,C,15654878,Male,29,Member,450,1,1,Electronic accessories,5,18.6975,74.79,392.6475,4.9,0
2030,308-47-4913,A,15752507,Male,60,Member,769,1,0,Sports and travel,10,26.13,52.26,548.73,6.2,1
8518,742-04-5161,A,15675501,Male,59,Member,616,1,1,Home and lifestyle,10,36.39,72.78,764.19,7.3,0
4576,766-85-7061,B,15758775,Male,34,Normal,820,1,1,Health and beauty,10,43.935,87.87,922.635,5.1,0
3993,333-73-7901,C,15807909,Male,47,Normal,744,1,0,Health and beauty,8,21.968,54.92,461.328,7.6,0
7377,166-19-2553,A,15803764,Male,28,Member,561,1,0,Sports and travel,6,26.718,89.06,561.078,9.9,0
6150,554-42-2417,C,15674637,Female,68,Normal,491,0,1,Sports and travel,10,47.72,95.44,1002.12,5.2,0
4909,746-19-0921,C,15638047,Female,45,Normal,613,1,0,Food and beverages,1,1.079,21.58,22.659,7.2,0
5027,767-97-4650,B,15713774,Female,46,Member,644,0,0,Sports and travel,2,6.483,64.83,136.143,8.0,1
8261,840-19-2096,C,15583692,Female,35,Member,591,1,0,Electronic accessories,5,21.9775,87.91,461.5275,4.4,0
4732,603-07-0961,C,15720702,Male,37,Member,789,1,0,Electronic accessories,5,18.6975,74.79,392.6475,4.9,1
7549,354-39-5160,A,15603096,Male,33,Member,410,0,0,Home and lifestyle,6,10.326,34.42,216.846,9.8,1
8135,662-47-5456,C,15753754,Female,34,Member,587,1,1,Fashion accessories,10,17.595,35.19,369.495,8.4,0
1607,188-55-0967,B,15761024,Female,33,Member,619,1,1,Health and beauty,10,33.235,66.47,697.935,5.0,0
4774,866-70-2814,B,15746674,Female,47,Normal,730,1,0,Electronic accessories,10,26.395,52.79,554.295,10.0,1
8110,784-08-0310,C,15579109,Male,35,Member,574,1,1,Food and beverages,4,4.208,21.04,88.368,7.6,0
6952,102-06-2002,C,15613463,Female,50,Member,679,1,1,Sports and travel,5,6.3125,25.25,132.5625,6.1,0
6005,569-76-2760,A,15678727,Male,45,Member,770,1,0,Sports and travel,4,4.402,22.01,92.442,6.6,1
7729,369-82-2676,B,15644882,Female,36,Normal,616,1,0,Electronic accessories,5,18.915,75.66,397.215,7.8,0
3542,689-16-9784,C,15668283,Male,48,Normal,642,0,0,Food and beverages,6,14.031,46.77,294.651,6.0,1
389,511-54-3087,B,15587038,Female,32,Normal,654,1,1,Sports and travel,1,4.4225,88.45,92.8725,9.5,1
1795,888-02-0338,A,15592197,Male,30,Normal,522,1,0,Electronic accessories,9,11.8035,26.23,247.8735,5.9,0
8732,827-26-2100,A,15755209,Female,35,Member,484,1,1,Home and lifestyle,9,15.228,33.84,319.788,8.8,0
4920,595-27-4851,A,15653784,Male,37,Normal,627,0,1,Fashion accessories,7,18.998,54.28,398.958,9.3,0
5538,477-24-6490,B,15669805,Female,31,Normal,748,1,0,Health and beauty,6,29.913,99.71,628.173,7.9,0
3873,821-14-9046,B,15776629,Female,39,Member,650,0,0,Fashion accessories,6,5.244,17.48,110.124,6.1,0
8869,280-17-4359,C,15571843,Male,24,Member,486,1,0,Health and beauty,10,45.25,90.5,950.25,8.1,0
2255,418-02-5978,B,15718242,Female,47,Normal,725,0,0,Health and beauty,9,37.8405,84.09,794.6505,8.0,1
3413,548-46-9322,B,15581370,Male,38,Normal,681,1,0,Food and beverages,10,19.95,39.9,418.95,5.9,0
5460,243-55-8457,A,15586993,Female,56,Normal,655,1,1,Food and beverages,10,37.22,74.44,781.62,5.1,0
4956,246-11-3901,C,15659234,Male,30,Normal,494,0,1,Electronic accessories,10,16.4,32.8,344.4,6.2,0
7397,142-63-6033,B,15813590,Male,42,Normal,610,1,0,Home and lifestyle,5,23.09,92.36,484.89,4.9,1
5415,827-44-5872,B,15636353,Male,35,Member,534,0,0,Food and beverages,10,27.18,54.36,570.78,6.1,0
7400,149-61-1929,A,15726960,Female,36,Normal,741,1,1,Sports and travel,10,32.095,64.19,673.995,6.7,0
7415,123-19-1176,A,15801658,Male,55,Member,580,0,1,Health and beauty,8,23.288,58.22,489.048,8.4,0
9101,656-16-1063,B,15594762,Male,46,Normal,827,1,1,Sports and travel,3,6.963,46.42,146.223,4.4,0
4852,730-70-9830,C,15775826,Male,30,Normal,677,0,1,Home and lifestyle,6,21.033,70.11,441.693,5.2,0
2026,687-15-1097,C,15774285,Female,47,Member,649,1,1,Health and beauty,2,2.112,21.12,44.352,9.7,0
2616,226-31-3081,C,15592089,Female,43,Normal,788,1,1,Electronic accessories,5,3.82,15.28,80.22,9.6,0
7389,291-21-5991,B,15627630,Female,41,Member,599,1,0,Health and beauty,5,15.3225,61.29,321.7725,7.0,0
2927,134-75-2619,A,15784218,Male,38,Member,620,1,1,Electronic accessories,7,6.762,19.32,142.002,6.9,0
1122,182-69-8360,B,15625904,Male,26,Normal,624,0,0,Electronic accessories,4,4.73,23.65,99.33,4.0,0
2911,801-88-0346,C,15677217,Male,30,Normal,705,1,1,Fashion accessories,3,11.409,76.06,239.589,9.8,0
8147,756-93-1854,C,15774133,Female,35,Member,706,0,1,Fashion accessories,2,8.335,83.35,175.035,9.5,0
7384,434-35-9162,B,15703541,Female,51,Member,772,0,1,Food and beverages,4,4.668,23.34,98.028,7.4,1
3483,554-53-3790,B,15803682,Female,37,Normal,651,1,1,Sports and travel,6,11.106,37.02,233.226,4.5,0
796,192-98-7397,C,15707042,Female,24,Normal,634,1,0,Fashion accessories,1,0.639,12.78,13.419,9.5,0
1576,630-74-5166,A,15714586,Female,42,Normal,646,0,1,Sports and travel,6,18.639,62.13,391.419,7.4,0
6177,372-62-5264,C,15807335,Female,64,Normal,676,1,1,Food and beverages,9,23.67,52.6,497.07,7.6,0
6267,802-70-5316,A,15718369,Female,33,Member,795,1,1,Sports and travel,6,27.639,92.13,580.419,8.3,0
2459,725-54-0677,C,15722122,Female,40,Member,544,0,1,Health and beauty,7,29.96,85.6,629.16,5.3,0
3313,118-62-1812,C,15680436,Female,29,Member,496,1,0,Home and lifestyle,4,15.676,78.38,329.196,7.9,0
1254,659-36-1684,C,15580203,Male,39,Member,674,0,0,Sports and travel,7,19.992,57.12,419.832,6.5,0
6835,214-17-6927,C,15735837,Male,36,Normal,574,1,1,Food and beverages,6,4.944,16.48,103.824,9.9,0
8795,778-89-7974,C,15610900,Female,70,Normal,770,1,0,Health and beauty,6,21.063,70.21,442.323,7.4,1
3838,830-58-2383,B,15733444,Female,29,Normal,736,0,0,Home and lifestyle,4,6.35,31.75,133.35,8.6,0
4399,115-38-7388,C,15571928,Female,43,Member,679,1,0,Fashion accessories,8,4.072,10.18,85.512,9.5,1
3596,132-32-9879,B,15655238,Female,31,Member,668,0,0,Electronic accessories,4,18.792,93.96,394.632,9.5,0
6622,828-46-6863,A,15750867,Female,46,Member,489,1,0,Food and beverages,6,29.559,98.53,620.739,4.0,1
8383,848-95-6252,C,15759991,Male,36,Member,748,1,0,Home and lifestyle,1,4.3135,86.27,90.5835,7.0,0
2125,325-89-4209,A,15591711,Male,38,Member,739,1,0,Food and beverages,1,4.395,87.9,92.295,6.7,0
3239,130-67-4723,A,15790689,Male,32,Member,647,1,1,Food and beverages,6,14.55,48.5,305.55,9.4,0
5404,865-92-6136,A,15621267,Male,32,Normal,637,0,0,Food and beverages,3,7.9125,52.75,166.1625,9.3,0
5999,319-50-3348,B,15584113,Female,53,Normal,823,0,1,Home and lifestyle,2,4.03,40.3,84.63,4.4,1
5939,801-88-0346,C,15593510,Female,33,Normal,638,1,1,Fashion accessories,3,11.409,76.06,239.589,9.8,1
2046,598-06-7312,B,15587443,Female,69,Member,728,1,1,Fashion accessories,1,4.5675,91.35,95.9175,6.8,0
1579,118-62-1812,C,15784124,Male,41,Member,645,1,0,Home and lifestyle,4,15.676,78.38,329.196,7.9,1
15,458-10-8612,C,15616088,Female,70,Normal,782,0,1,Health and beauty,7,22.428,64.08,470.988,7.6,0
2674,875-46-5808,B,15774401,Male,51,Member,773,0,0,Health and beauty,10,12.95,25.9,271.95,8.7,1
7017,283-26-5248,C,15757310,Male,67,Member,655,1,1,Food and beverages,10,49.26,98.52,1034.46,4.5,0
8721,326-78-5178,C,15585734,Male,41,Member,803,1,1,Food and beverages,7,31.99,91.4,671.79,9.5,0
8850,305-03-2383,A,15700854,Male,35,Normal,595,1,0,Food and beverages,3,10.065,67.1,211.365,7.5,1
4813,777-82-7220,B,15580134,Male,27,Member,479,1,1,Home and lifestyle,8,12.048,30.12,253.008,7.7,0
1085,669-54-1719,B,15653715,Female,63,Member,602,1,1,Electronic accessories,6,5.679,18.93,119.259,8.1,0
4984,362-58-8315,C,15735025,Male,37,Normal,535,1,1,Fashion accessories,5,19.13,76.52,401.73,9.9,0
7156,728-88-7867,C,15730345,Female,35,Member,617,1,1,Home and lifestyle,4,15.106,75.53,317.226,8.3,0
2885,394-30-3170,B,15628279,Female,38,Member,624,1,1,Sports and travel,8,35.372,88.43,742.812,4.3,0
334,355-34-6244,B,15794159,Female,26,Normal,633,1,1,Food and beverages,2,7.239,72.39,152.019,8.1,0
7205,556-41-6224,C,15736299,Female,36,Normal,729,0,0,Health and beauty,8,13.456,33.64,282.576,9.3,0
4368,759-29-9521,A,15691504,Female,52,Member,619,0,0,Fashion accessories,9,22.032,48.96,462.672,8.0,0
3080,589-02-8023,A,15684696,Female,26,Member,560,1,0,Food and beverages,2,8.377,83.77,175.917,7.0,0
7204,549-84-7482,B,15764432,Female,42,Normal,588,1,0,Sports and travel,9,40.626,90.28,853.146,7.2,0
9910,239-10-7476,A,15617320,Female,46,Normal,693,1,0,Home and lifestyle,6,23.385,77.95,491.085,8.0,0
8865,875-46-5808,B,15588566,Male,33,Member,778,1,1,Health and beauty,10,12.95,25.9,271.95,8.7,0
264,389-70-2397,C,15788723,Female,49,Normal,599,1,1,Health and beauty,5,20.915,83.66,439.215,7.2,1
4338,144-51-6085,A,15717398,Female,39,Member,549,0,0,Home and lifestyle,4,14.148,70.74,297.108,4.4,1
8896,883-17-4236,C,15730673,Male,40,Normal,567,1,0,Sports and travel,2,1.439,14.39,30.219,7.2,0
8448,574-57-9721,C,15683363,Male,39,Normal,540,0,1,Food and beverages,2,4.327,43.27,90.867,5.7,0
5904,502-05-1910,A,15578435,Male,40,Normal,640,1,1,Health and beauty,3,9.777,65.18,205.317,6.3,0
1499,449-16-6770,A,15615322,Male,43,Normal,528,1,1,Health and beauty,5,12.6975,50.79,266.6475,5.3,0
4191,131-70-8179,A,15807305,Male,39,Member,805,0,0,Health and beauty,3,13.8135,92.09,290.0835,4.2,0
7486,291-21-5991,B,15614230,Female,34,Member,426,1,1,Health and beauty,5,15.3225,61.29,321.7725,7.0,0
9644,325-90-8763,C,15783526,Male,36,Member,589,1,1,Electronic accessories,10,23.285,46.57,488.985,7.6,0
8311,672-51-8681,C,15632826,Male,38,Member,493,1,0,Electronic accessories,9,29.9925,66.65,629.8425,9.7,0
7591,343-75-9322,B,15808389,Female,79,Member,617,1,1,Sports and travel,8,4.74,11.85,99.54,4.1,0
501,541-48-8554,A,15720187,Female,30,Normal,479,1,0,Sports and travel,9,27.4275,60.95,575.9775,6.0,0
9156,427-45-9297,B,15799358,Female,46,Member,516,0,1,Home and lifestyle,7,14.2555,40.73,299.3655,5.4,1
9415,559-98-9873,A,15715707,Male,32,Member,657,1,1,Fashion accessories,7,18.7775,53.65,394.3275,5.2,0
3096,586-25-0848,A,15635141,Male,59,Normal,598,0,0,Sports and travel,7,4.319,12.34,90.699,6.7,1
4632,895-66-0685,B,15761950,Female,45,Member,652,1,1,Food and beverages,3,2.712,18.08,56.952,8.0,1
368,102-77-2261,C,15685243,Female,63,Member,736,0,1,Health and beauty,7,22.8585,65.31,480.0285,4.2,0
4059,670-79-6321,B,15679307,Female,43,Member,559,0,1,Home and lifestyle,7,33.1065,94.59,695.2365,4.9,0
8175,450-28-2866,C,15782735,Female,35,Member,626,0,0,Food and beverages,5,4.36,17.44,91.56,8.1,0
4631,552-44-5977,B,15711254,Female,35,Member,452,1,0,Health and beauty,8,24.8,62.0,520.8,6.2,0
6071,767-05-1286,C,15720838,Female,31,Member,689,0,1,Home and lifestyle,6,25.131,83.77,527.751,5.4,0
2665,324-41-6833,C,15578878,Female,30,Member,569,1,1,Electronic accessories,8,12.08,30.2,253.68,5.1,0
1027,376-02-8238,B,15756305,Female,66,Normal,515,1,1,Home and lifestyle,8,37.548,93.87,788.508,8.3,0
5909,359-94-5395,B,15576044,Male,28,Normal,579,1,0,Health and beauty,1,4.639,92.78,97.419,9.8,0
5051,834-83-1826,B,15706005,Male,46,Member,674,1,0,Home and lifestyle,5,20.51,82.04,430.71,7.6,1
6329,372-62-5264,C,15659710,Male,25,Normal,581,1,0,Food and beverages,9,23.67,52.6,497.07,7.6,0
9734,266-20-6657,C,15791045,Female,38,Member,568,0,1,Food and beverages,7,19.264,55.04,404.544,5.2,0
1692,687-15-1097,C,15581871,Male,42,Member,504,1,1,Health and beauty,2,2.112,21.12,44.352,9.7,0
674,286-43-6208,C,15791040,Male,58,Normal,801,1,1,Food and beverages,9,39.51,87.8,829.71,9.2,0
5573,870-76-1733,A,15724223,Female,55,Member,545,0,0,Food and beverages,5,3.5575,14.23,74.7075,4.4,1
5767,268-27-6179,B,15608406,Male,26,Member,678,1,0,Fashion accessories,8,22.588,56.47,474.348,7.3,1
5157,226-34-0034,B,15800482,Female,33,Normal,586,1,1,Electronic accessories,4,2.756,13.78,57.876,9.0,0
734,817-48-8732,A,15684868,Male,56,Member,668,1,0,Home and lifestyle,10,36.175,72.35,759.675,5.4,1
3527,379-17-6588,C,15614782,Male,36,Normal,526,1,0,Fashion accessories,10,29.805,59.61,625.905,5.3,0
569,864-24-7918,A,15775206,Male,37,Member,699,0,0,Sports and travel,10,12.245,24.49,257.145,8.1,0
9188,678-79-0726,C,15715638,Male,77,Member,824,0,1,Sports and travel,9,40.7835,90.63,856.4535,5.1,0
2923,740-22-2500,C,15646521,Female,36,Normal,634,1,1,Electronic accessories,3,12.6075,84.05,264.7575,9.8,0
7912,802-43-8934,A,15624180,Female,37,Normal,584,1,1,Home and lifestyle,1,0.914,18.28,19.194,8.3,1
1559,156-95-3964,A,15660878,Male,92,Normal,705,1,1,Food and beverages,4,11.078,55.39,232.638,8.0,0
102,748-45-2862,A,15779423,Male,39,Member,716,1,1,Home and lifestyle,4,5.662,28.31,118.902,8.2,0
3008,318-68-5053,B,15676526,Female,34,Normal,608,1,1,Health and beauty,6,23.097,76.99,485.037,6.1,0
7202,316-55-4634,B,15640454,Male,40,Member,693,0,0,Food and beverages,5,20.0125,80.05,420.2625,9.4,1
304,355-53-5943,A,15656454,Male,37,Member,654,1,0,Electronic accessories,6,20.652,68.84,433.692,5.8,0
77,448-81-5016,A,15592451,Male,32,Normal,565,1,0,Health and beauty,2,5.977,59.77,125.517,5.8,0
6755,394-43-4238,B,15585192,Male,39,Member,686,0,0,Home and lifestyle,5,4.4425,17.77,93.2925,5.4,0
8630,426-39-2418,C,15713354,Female,22,Normal,597,1,0,Electronic accessories,7,21.4935,61.41,451.3635,9.8,1
1209,568-90-5112,C,15712409,Male,66,Normal,749,1,1,Health and beauty,4,13.228,66.14,277.788,5.6,0
7743,759-98-4285,C,15640442,Male,31,Member,717,0,0,Health and beauty,7,30.0545,85.87,631.1445,8.0,0
8215,339-12-4827,B,15632051,Female,42,Member,550,1,0,Fashion accessories,1,3.698,73.96,77.658,5.0,1
8945,300-71-4605,C,15565779,Female,30,Member,627,1,0,Electronic accessories,5,21.51,86.04,451.71,4.8,0
8414,585-03-5943,B,15742824,Male,42,Normal,696,1,0,Health and beauty,10,9.055,18.11,190.155,5.9,0
1776,439-54-7422,A,15784320,Female,44,Normal,632,1,1,Electronic accessories,4,10.238,51.19,214.998,4.7,1
3474,732-94-0499,C,15684921,Male,25,Normal,792,1,1,Electronic accessories,10,20.825,41.65,437.325,5.4,0
484,789-23-8625,B,15619857,Female,64,Member,605,1,1,Fashion accessories,3,13.983,93.22,293.643,7.2,0
2190,442-44-6497,C,15673570,Male,37,Member,580,0,1,Home and lifestyle,3,8.3355,55.57,175.0455,5.9,0
347,102-77-2261,C,15677123,Male,37,Member,767,1,1,Health and beauty,7,22.8585,65.31,480.0285,4.2,0
5482,489-82-1237,A,15654870,Female,45,Normal,759,1,1,Electronic accessories,7,32.858,93.88,690.018,7.3,0
