row_number,invoice_id,branch,customer_id,gender,age,customer_type,credit_score,has_creditcard,is_active_member,product_category,number_of_products,tax_amount,price,total_amount,ratings,customer_churn
2061,342-65-4817,C,15625426,Female,55,Member,754,1,0,Health and beauty,3,13.02,86.8,273.42,9.9,1
2062,234-65-2137,C,15694644,Female,43,Normal,455,1,1,Home and lifestyle,10,47.79,95.58,1003.59,4.8,0
2063,602-80-9671,C,15750728,Female,42,Member,586,1,0,Home and lifestyle,6,4.785,15.95,100.485,5.1,0
2064,400-80-4065,C,15783276,Female,25,Member,725,1,1,Health and beauty,4,13.71,68.55,287.91,9.2,0
2065,221-25-5073,A,15796617,Male,29,Normal,720,1,0,Food and beverages,4,14.932,74.66,313.572,8.5,0
2066,343-87-0864,C,15566740,Male,51,Member,587,0,1,Health and beauty,1,3.794,75.88,79.674,7.1,0
2067,301-81-8610,B,15660147,Male,32,Member,493,1,1,Fashion accessories,8,10.168,25.42,213.528,6.7,0
2068,286-43-6208,C,15610147,Male,60,Normal,632,0,1,Food and beverages,9,39.51,87.8,829.71,9.2,0
2069,325-89-4209,A,15744979,Female,36,Member,666,0,1,Food and beverages,1,4.395,87.9,92.295,6.7,0
2070,857-16-3520,A,15677369,Female,37,Member,554,0,0,Fashion accessories,7,25.011,71.46,525.231,4.5,0
2071,702-83-5291,C,15810660,Male,34,Member,774,0,1,Fashion accessories,9,44.919,99.82,943.299,6.6,0
2072,491-38-3499,A,15679410,Female,62,Member,729,1,0,Fashion accessories,1,2.7725,55.45,58.2225,4.9,1
2073,741-73-3559,B,15576313,Female,40,Normal,486,1,0,Sports and travel,5,16.8175,67.27,353.1675,6.9,0
2074,237-44-6163,A,15738224,Male,32,Normal,593,1,0,Electronic accessories,8,4.224,10.56,88.704,7.6,0
2075,596-42-3999,B,15717225,Female,21,Normal,544,1,0,Food and beverages,7,6.377,18.22,133.917,6.6,0
2076,550-84-8664,A,15644753,Male,40,Normal,848,1,1,Sports and travel,5,21.4775,85.91,451.0275,8.6,0
2077,848-95-6252,C,15705890,Male,45,Member,674,1,0,Home and lifestyle,1,4.3135,86.27,90.5835,7.0,0
2078,585-86-8361,A,15635531,Female,30,Normal,575,1,0,Food and beverages,5,6.82,27.28,143.22,8.6,0
2079,870-54-3162,A,15664759,Male,32,Normal,675,1,0,Sports and travel,5,8.0625,32.25,169.3125,9.0,0
2080,123-19-1176,A,15715750,Female,44,Member,646,0,0,Health and beauty,8,23.288,58.22,489.048,8.4,1
2081,569-71-4390,B,15796115,Female,40,Normal,689,1,0,Sports and travel,2,2.187,21.87,45.927,6.9,1
2082,149-14-0304,C,15631756,Female,35,Member,482,0,0,Health and beauty,8,11.4,28.5,239.4,6.6,0
2083,550-84-8664,A,15720123,Male,37,Normal,554,1,0,Sports and travel,5,21.4775,85.91,451.0275,8.6,0
2084,797-88-0493,A,15707011,Male,47,Normal,495,1,0,Health and beauty,4,12.854,64.27,269.934,7.7,0
2085,735-06-4124,C,15671097,Female,31,Normal,428,1,0,Food and beverages,1,2.4305,48.61,51.0405,4.4,0
2086,451-73-2711,C,15762855,Female,23,Normal,622,1,1,Food and beverages,1,4.2415,84.83,89.0715,8.8,0
2087,425-85-2085,B,15787151,Female,34,Member,638,1,1,Health and beauty,5,13.715,54.86,288.015,9.8,0
2088,785-13-7708,B,15795747,Female,39,Normal,787,0,1,Food and beverages,7,25.571,73.06,536.991,4.2,0
2089,865-92-6136,A,15724127,Female,26,Normal,790,0,0,Food and beverages,3,7.9125,52.75,166.1625,9.3,0
2090,279-74-2924,B,15762138,Male,42,Member,608,1,0,Electronic accessories,1,3.6085,72.17,75.7785,6.1,0
2091,299-46-1805,B,15778694,Female,26,Member,638,1,1,Sports and travel,6,28.116,93.72,590.436,4.5,0
2092,326-78-5178,C,15626414,Male,44,Member,703,1,0,Food and beverages,7,31.99,91.4,671.79,9.5,0
2093,817-48-8732,A,15744279,Female,58,Member,680,1,1,Home and lifestyle,10,36.175,72.35,759.675,5.4,0
2094,453-12-7053,C,15715769,Male,26,Normal,621,0,1,Fashion accessories,3,6.861,45.74,144.081,6.5,0
2095,802-70-5316,A,15614187,Female,39,Member,648,0,1,Sports and travel,6,27.639,92.13,580.419,8.3,0
2096,544-55-9589,B,15671591,Male,52,Member,439,1,0,Electronic accessories,10,10.715,21.43,225.015,6.2,1
2097,212-62-1842,A,15630241,Male,61,Normal,594,1,1,Food and beverages,6,17.478,58.26,367.038,9.9,0
2098,123-35-4896,C,15730441,Male,26,Normal,509,1,1,Sports and travel,9,20.997,46.66,440.937,5.3,0
2099,390-80-5128,B,15736413,Male,29,Member,739,1,1,Health and beauty,1,0.9575,19.15,20.1075,9.5,0
2100,676-10-2200,B,15670354,Female,62,Member,753,1,1,Fashion accessories,1,2.689,53.78,56.469,4.7,0
2101,698-98-5964,A,15649523,Male,38,Normal,581,1,0,Food and beverages,10,40.605,81.21,852.705,6.3,0
2102,188-55-0967,B,15608701,Male,29,Member,651,1,0,Health and beauty,10,33.235,66.47,697.935,5.0,1
2103,376-02-8238,B,15670029,Female,33,Normal,445,1,0,Home and lifestyle,8,37.548,93.87,788.508,8.3,0
2104,418-05-0656,B,15794414,Male,46,Normal,507,1,1,Fashion accessories,7,8.946,25.56,187.866,7.1,0
2105,244-08-0162,B,15609913,Female,46,Normal,743,1,0,Health and beauty,10,17.105,34.21,359.205,5.1,0
2106,151-33-7434,B,15692664,Female,58,Normal,677,0,1,Food and beverages,1,3.3885,67.77,71.1585,6.5,0
2107,282-35-2475,B,15631739,Male,24,Normal,704,1,1,Sports and travel,2,9.331,93.31,195.951,6.3,0
2108,234-36-2483,B,15686137,Male,32,Normal,456,1,1,Health and beauty,6,17.277,57.59,362.817,5.1,0
2109,499-27-7781,B,15666181,Male,33,Normal,650,1,0,Food and beverages,8,21.284,53.21,446.964,5.0,0
2110,546-80-2899,A,15685279,Female,57,Member,511,1,1,Home and lifestyle,2,3.769,37.69,79.149,9.5,0
2111,891-58-8335,B,15674148,Male,33,Member,579,1,0,Sports and travel,7,10.3635,29.61,217.6335,6.5,1
2112,848-62-7243,A,15666043,Male,33,Normal,520,1,1,Health and beauty,9,11.2005,24.89,235.2105,7.4,0
2113,849-09-3807,A,15776156,Male,27,Member,521,1,1,Fashion accessories,7,30.919,88.34,649.299,6.6,1
2114,125-45-2293,A,15725811,Male,25,Normal,705,0,1,Fashion accessories,6,29.73,99.1,624.33,4.2,0
2115,729-46-7422,C,15760063,Male,23,Normal,595,1,1,Food and beverages,1,1.7945,35.89,37.6845,7.9,0
2116,554-42-2417,C,15570947,Female,29,Normal,615,1,1,Sports and travel,10,47.72,95.44,1002.12,5.2,0
2117,311-13-6971,B,15771750,Female,36,Member,655,1,0,Sports and travel,10,15.995,31.99,335.895,9.9,0
2118,227-50-3718,A,15611961,Male,35,Normal,615,1,0,Health and beauty,5,3.655,14.62,76.755,4.4,0
2119,776-68-1096,B,15718667,Male,35,Normal,621,1,0,Home and lifestyle,3,6.618,44.12,138.978,7.9,0
2120,115-38-7388,C,15794276,Female,64,Member,588,1,1,Fashion accessories,8,4.072,10.18,85.512,9.5,0
2121,584-66-4073,C,15575858,Male,40,Normal,763,1,0,Fashion accessories,1,2.825,56.5,59.325,9.6,0
2122,563-47-4072,B,15766272,Female,61,Normal,521,1,1,Health and beauty,6,16.743,55.81,351.603,9.9,0
2123,137-63-5492,C,15615140,Male,36,Normal,791,1,1,Electronic accessories,10,29.38,58.76,616.98,9.0,0
2124,355-53-5943,A,15592531,Male,50,Member,822,1,1,Electronic accessories,6,20.652,68.84,433.692,5.8,0
2125,325-89-4209,A,15591711,Male,38,Member,739,1,0,Food and beverages,1,4.395,87.9,92.295,6.7,0
2126,834-83-1826,B,15624936,Male,35,Member,631,1,1,Home and lifestyle,5,20.51,82.04,430.71,7.6,0
2127,280-35-5823,B,15735358,Male,46,Member,682,1,1,Home and lifestyle,1,4.336,86.72,91.056,7.9,0
2128,409-49-6995,C,15664150,Female,29,Member,528,1,0,Food and beverages,6,14.181,47.27,297.801,8.8,0
2129,325-89-4209,A,15812920,Male,40,Member,607,0,1,Food and beverages,1,4.395,87.9,92.295,6.7,0
2130,588-47-8641,A,15706200,Male,41,Member,637,1,0,Fashion accessories,10,28.02,56.04,588.42,4.4,0
2131,816-72-8853,A,15815490,Male,40,Member,670,0,0,Sports and travel,5,6.9825,27.93,146.6325,5.9,1
2132,880-35-0356,A,15775153,Male,32,Member,630,0,0,Sports and travel,3,11.28,75.2,236.88,4.8,0
2133,856-22-8149,A,15761733,Female,42,Normal,707,1,1,Home and lifestyle,1,1.2645,25.29,26.5545,6.1,0
2134,606-80-4905,C,15641298,Male,42,Member,512,1,0,Sports and travel,6,5.745,19.15,120.645,6.8,0
2135,287-21-9091,A,15770811,Male,36,Normal,519,0,1,Home and lifestyle,9,33.6015,74.67,705.6315,9.4,0
2136,862-59-8517,C,15710421,Female,36,Normal,774,0,0,Food and beverages,6,27.072,90.24,568.512,6.2,0
2137,189-98-2939,C,15588955,Female,43,Normal,581,1,0,Fashion accessories,9,35.3475,78.55,742.2975,7.2,1
2138,266-76-6436,C,15753969,Male,45,Member,724,0,1,Food and beverages,3,5.79,38.6,121.59,7.5,0
2139,173-82-9529,B,15579074,Male,38,Normal,619,1,1,Fashion accessories,10,18.975,37.95,398.475,9.7,0
2140,347-34-2234,B,15753110,Male,64,Member,720,1,0,Sports and travel,9,24.7815,55.07,520.4115,10.0,1
2141,605-03-2706,A,15572428,Female,33,Normal,717,1,1,Health and beauty,3,2.37,15.8,49.77,9.5,0
2142,634-97-8956,A,15601274,Female,40,Normal,667,1,0,Food and beverages,3,4.935,32.9,103.635,9.1,0
2143,374-38-5555,B,15678427,Female,27,Normal,696,1,1,Fashion accessories,5,15.9275,63.71,334.4775,8.5,0
2144,356-44-8813,B,15775318,Female,51,Normal,590,0,1,Home and lifestyle,3,5.622,37.48,118.062,7.7,1
2145,531-80-1784,A,15720511,Male,41,Normal,547,1,0,Electronic accessories,7,9.107,26.02,191.247,5.1,1
2146,575-67-1508,A,15743714,Male,46,Normal,468,1,0,Electronic accessories,1,1.93,38.6,40.53,6.7,0
2147,827-77-7633,A,15728823,Female,37,Normal,836,1,0,Sports and travel,9,44.1405,98.09,926.9505,9.3,0
2148,744-09-5786,B,15621205,Male,34,Normal,578,1,1,Electronic accessories,6,6.603,22.01,138.663,7.6,0
2149,767-54-1907,B,15692207,Female,53,Member,609,1,1,Fashion accessories,5,7.39,29.56,155.19,6.9,0
2150,593-65-1552,C,15572408,Male,39,Normal,714,1,0,Home and lifestyle,4,13.962,69.81,293.202,5.9,0
2151,123-35-4896,C,15671630,Female,40,Normal,796,1,0,Sports and travel,9,20.997,46.66,440.937,5.3,0
2152,491-38-3499,A,15770631,Male,25,Member,730,1,1,Fashion accessories,1,2.7725,55.45,58.2225,4.9,0
2153,299-29-0180,B,15615330,Male,23,Member,651,1,1,Home and lifestyle,7,18.263,52.18,383.523,9.3,0
2154,227-07-4446,C,15582276,Male,34,Member,638,0,1,Electronic accessories,10,39.065,78.13,820.365,4.4,0
2155,665-32-9167,A,15700937,Female,24,Member,767,1,1,Health and beauty,2,3.626,36.26,76.146,7.2,0
2156,286-75-7818,B,15780925,Male,37,Normal,625,1,1,Fashion accessories,2,6.908,69.08,145.068,6.9,0
2157,728-47-9078,C,15709476,Female,41,Member,850,1,0,Food and beverages,4,11.918,59.59,250.278,9.8,0
2158,789-23-8625,B,15615938,Female,64,Member,502,0,1,Fashion accessories,3,13.983,93.22,293.643,7.2,0
2159,616-87-0016,B,15718153,Female,74,Normal,759,1,1,Fashion accessories,7,33.439,95.54,702.219,9.6,0
2160,595-11-5460,A,15569079,Male,48,Normal,632,1,0,Health and beauty,2,9.658,96.58,202.818,5.1,1
2161,877-22-3308,A,15809838,Male,30,Member,697,0,0,Health and beauty,10,7.935,15.87,166.635,5.8,0
2162,828-46-6863,A,15724834,Female,30,Member,498,0,0,Food and beverages,6,29.559,98.53,620.739,4.0,0
2163,725-54-0677,C,15746569,Male,38,Member,589,1,0,Health and beauty,7,29.96,85.6,629.16,5.3,1
2164,279-74-2924,B,15599452,Female,43,Member,605,1,0,Electronic accessories,1,3.6085,72.17,75.7785,6.1,0
2165,186-43-8965,A,15626385,Female,33,Member,714,1,1,Home and lifestyle,2,4.768,47.68,100.128,4.1,0
2166,199-75-8169,A,15711521,Male,39,Member,609,1,1,Sports and travel,10,7.905,15.81,166.005,8.6,0
2167,471-06-8611,C,15679818,Male,67,Normal,636,0,1,Food and beverages,1,2.621,52.42,55.041,6.3,1
2168,593-65-1552,C,15798310,Male,35,Normal,480,1,1,Home and lifestyle,4,13.962,69.81,293.202,5.9,0
2169,645-44-1170,A,15616152,Female,47,Member,754,1,0,Home and lifestyle,9,26.1315,58.07,548.7615,4.3,0
2170,607-65-2441,C,15768495,Female,32,Member,700,1,1,Health and beauty,10,40.975,81.95,860.475,6.0,1
2171,729-09-9681,A,15688689,Female,37,Member,678,1,1,Home and lifestyle,6,7.773,25.91,163.233,8.7,0
2172,811-35-1094,B,15636872,Female,32,Member,585,0,0,Electronic accessories,6,15.135,50.45,317.835,8.9,0
2173,257-60-7754,A,15594915,Female,36,Normal,649,0,1,Electronic accessories,4,10.046,50.23,210.966,9.0,0
2174,760-27-5490,C,15667190,Female,21,Normal,630,1,1,Fashion accessories,8,6.248,15.62,131.208,9.1,0
2175,577-34-7579,C,15731569,Male,81,Member,850,1,1,Food and beverages,9,22.7205,50.49,477.1305,5.4,0
2176,354-25-5821,B,15685872,Female,29,Member,727,1,1,Sports and travel,6,20.736,69.12,435.456,5.6,0
2177,242-11-3142,B,15638621,Male,39,Member,735,1,0,Fashion accessories,2,8.377,83.77,175.917,4.6,0
2178,278-97-7759,A,15800287,Female,46,Member,706,1,0,Electronic accessories,1,3.124,62.48,65.604,4.7,1
2179,401-09-4232,C,15619016,Male,46,Member,660,1,1,Home and lifestyle,5,21.6725,86.69,455.1225,9.4,0
2180,389-70-2397,C,15673877,Male,39,Normal,490,1,0,Health and beauty,5,20.915,83.66,439.215,7.2,1
2181,888-02-0338,A,15658969,Male,51,Normal,711,1,0,Electronic accessories,9,11.8035,26.23,247.8735,5.9,1
2182,861-77-0145,C,15710105,Female,26,Member,581,1,1,Electronic accessories,10,40.985,81.97,860.685,9.2,1
2183,396-90-2219,B,15680141,Female,35,Normal,759,1,1,Electronic accessories,8,5.984,14.96,125.664,8.6,0
2184,556-97-7101,C,15812324,Male,27,Normal,779,1,1,Electronic accessories,2,6.322,63.22,132.762,8.5,0
2185,148-82-2527,C,15725679,Female,47,Member,531,0,0,Home and lifestyle,10,6.06,12.12,127.26,8.4,1
2186,608-05-3804,B,15573971,Male,44,Member,737,0,0,Electronic accessories,1,1.9875,39.75,41.7375,6.1,0
2187,154-74-7179,B,15574372,Male,35,Normal,738,1,0,Sports and travel,1,2.7225,54.45,57.1725,7.9,0
2188,201-86-2184,B,15740470,Male,39,Member,725,1,0,Electronic accessories,7,9.191,26.26,193.011,9.9,0
2189,799-71-1548,A,15700366,Male,39,Member,669,1,1,Electronic accessories,4,15.544,77.72,326.424,8.8,0
2190,442-44-6497,C,15673570,Male,37,Member,580,0,1,Home and lifestyle,3,8.3355,55.57,175.0455,5.9,0
2191,849-09-3807,A,15628319,Female,28,Member,792,1,0,Fashion accessories,7,30.919,88.34,649.299,6.6,0
2192,142-72-4741,C,15729908,Female,36,Member,411,0,0,Fashion accessories,2,9.32,93.2,195.72,6.0,0
2193,767-05-1286,C,15582847,Male,26,Member,662,0,1,Home and lifestyle,6,25.131,83.77,527.751,5.4,0
2194,441-94-7118,A,15688644,Male,31,Member,603,1,0,Electronic accessories,1,3.5975,71.95,75.5475,7.3,0
2195,436-54-4512,A,15604963,Male,39,Member,661,0,0,Food and beverages,1,4.5805,91.61,96.1905,9.8,0
2196,305-18-3552,B,15578186,Male,37,Member,486,1,0,Home and lifestyle,10,30.19,60.38,633.99,6.0,0
2197,115-38-7388,C,15669922,Female,36,Member,530,1,1,Fashion accessories,8,4.072,10.18,85.512,9.5,0
2198,362-58-8315,C,15708063,Male,36,Normal,712,0,0,Fashion accessories,5,19.13,76.52,401.73,9.9,1
2199,305-89-2768,B,15619972,Female,47,Member,807,0,0,Home and lifestyle,3,3.285,21.9,68.985,4.7,1
2200,562-12-5430,A,15698474,Female,54,Member,601,1,1,Fashion accessories,3,13.2225,88.15,277.6725,7.9,0
2201,514-37-2845,B,15742613,Female,42,Normal,773,1,0,Fashion accessories,2,9.925,99.25,208.425,9.0,0
2202,305-03-2383,A,15737832,Male,45,Normal,771,0,0,Food and beverages,3,10.065,67.1,211.365,7.5,1
2203,870-72-4431,C,15812262,Female,37,Normal,808,1,0,Health and beauty,6,29.757,99.19,624.897,5.5,1
2204,423-57-2993,B,15651103,Female,69,Normal,762,1,1,Sports and travel,6,28.017,93.39,588.357,10.0,0
2205,485-30-8700,A,15571529,Female,48,Normal,650,1,0,Sports and travel,5,8.315,33.26,174.615,4.2,0
2206,156-20-0370,B,15669490,Male,37,Normal,837,1,0,Electronic accessories,1,1.2725,25.45,26.7225,5.1,0
2207,273-16-6619,B,15796813,Male,54,Normal,493,1,0,Home and lifestyle,2,3.32,33.2,69.72,4.4,1
2208,318-12-0304,A,15733768,Male,32,Normal,600,1,1,Fashion accessories,1,1.5305,30.61,32.1405,5.2,0
2209,533-33-5337,B,15713370,Male,36,Normal,657,0,0,Electronic accessories,10,39.695,79.39,833.595,6.2,1
2210,633-09-3463,C,15806307,Male,37,Normal,537,1,1,Electronic accessories,3,7.1475,47.65,150.0975,9.5,0
2211,406-46-7107,A,15815364,Female,28,Normal,736,1,1,Home and lifestyle,6,28.956,96.52,608.076,4.5,0
2212,451-28-5717,C,15660636,Female,40,Member,540,1,0,Home and lifestyle,6,24.951,83.17,523.971,7.3,0
2213,437-58-8131,B,15715597,Male,36,Normal,679,1,0,Fashion accessories,2,7.352,73.52,154.392,4.6,0
2214,802-43-8934,A,15574213,Female,53,Normal,789,1,1,Home and lifestyle,1,0.914,18.28,19.194,8.3,1
2215,695-09-5146,B,15815615,Male,36,Member,681,1,1,Food and beverages,3,14.8185,98.79,311.1885,6.4,0
2216,797-88-0493,A,15656417,Female,39,Normal,582,1,0,Health and beauty,4,12.854,64.27,269.934,7.7,0
2217,764-44-8999,B,15607990,Male,43,Normal,760,1,1,Health and beauty,2,1.476,14.76,30.996,4.3,0
2218,347-72-6115,B,15729377,Male,36,Member,798,1,1,Sports and travel,7,31.759,90.74,666.939,6.2,0
2219,748-45-2862,A,15709338,Female,29,Member,544,1,1,Home and lifestyle,4,5.662,28.31,118.902,8.2,0
2220,514-37-2845,B,15788126,Female,38,Normal,689,1,1,Fashion accessories,2,9.925,99.25,208.425,9.0,0
2221,677-11-0152,C,15690153,Female,37,Normal,639,0,1,Food and beverages,9,41.967,93.26,881.307,8.8,0
2222,575-67-1508,A,15579112,Male,47,Normal,598,1,1,Electronic accessories,1,1.93,38.6,40.53,6.7,0
2223,722-13-2115,C,15665378,Female,46,Member,499,1,0,Sports and travel,1,2.1425,42.85,44.9925,9.3,0
2224,775-72-1988,B,15774491,Female,28,Normal,480,0,0,Home and lifestyle,5,18.32,73.28,384.72,8.4,0
2225,665-32-9167,A,15612505,Male,45,Member,835,1,0,Health and beauty,2,3.626,36.26,76.146,7.2,0
2226,347-34-2234,B,15574558,Male,32,Member,718,1,1,Sports and travel,9,24.7815,55.07,520.4115,10.0,0
2227,510-79-0415,B,15635775,Male,33,Member,781,1,0,Sports and travel,6,6.924,23.08,145.404,4.9,0
2228,742-04-5161,A,15714380,Male,38,Member,827,0,0,Home and lifestyle,10,36.39,72.78,764.19,7.3,0
2229,749-81-8133,A,15640258,Female,50,Normal,685,1,1,Fashion accessories,4,18.934,94.67,397.614,6.8,1
2230,190-14-3147,B,15807340,Male,33,Normal,525,0,0,Health and beauty,4,3.594,17.97,75.474,6.4,0
2231,595-94-9924,A,15671973,Male,39,Member,467,1,1,Health and beauty,5,6.9325,27.73,145.5825,4.2,0
2232,632-90-0281,C,15769005,Male,49,Normal,709,1,1,Fashion accessories,10,18.775,37.55,394.275,9.3,0
2233,670-79-6321,B,15783955,Female,25,Member,697,1,0,Home and lifestyle,7,33.1065,94.59,695.2365,4.9,0
2234,183-56-6882,C,15732963,Female,29,Member,722,1,1,Food and beverages,4,19.884,99.42,417.564,7.5,0
2235,388-76-2555,B,15573284,Female,45,Normal,579,0,0,Sports and travel,6,4.107,13.69,86.247,6.3,0
2236,848-62-7243,A,15688071,Male,53,Normal,609,1,1,Health and beauty,9,11.2005,24.89,235.2105,7.4,0
2237,891-58-8335,B,15667417,Male,33,Member,572,1,0,Sports and travel,7,10.3635,29.61,217.6335,6.5,0
2238,421-95-9805,A,15615670,Male,36,Normal,762,1,1,Electronic accessories,1,1.448,28.96,30.408,6.2,0
2239,834-45-5519,B,15801431,Female,48,Normal,682,1,1,Electronic accessories,4,8.6,43.0,180.6,7.6,0
2240,420-04-7590,B,15724282,Male,44,Normal,540,1,1,Home and lifestyle,3,14.955,99.7,314.055,4.7,0
2241,590-83-4591,B,15667602,Male,33,Member,704,1,0,Electronic accessories,6,26.235,87.45,550.935,8.8,0
2242,405-31-3305,A,15709621,Male,31,Member,662,0,1,Fashion accessories,10,21.565,43.13,452.865,5.5,0
2243,115-38-7388,C,15567991,Male,31,Member,794,0,1,Fashion accessories,8,4.072,10.18,85.512,9.5,0
2244,827-44-5872,B,15624995,Female,31,Member,714,1,1,Food and beverages,10,27.18,54.36,570.78,6.1,0
2245,151-33-7434,B,15742511,Male,35,Normal,514,1,0,Food and beverages,1,3.3885,67.77,71.1585,6.5,0
2246,715-20-1673,B,15647807,Male,40,Normal,642,1,0,Electronic accessories,5,7.095,28.38,148.995,9.4,0
2247,324-41-6833,C,15659800,Female,50,Member,584,0,1,Electronic accessories,8,12.08,30.2,253.68,5.1,1
2248,796-12-2025,C,15773277,Male,35,Normal,676,1,0,Fashion accessories,10,31.06,62.12,652.26,5.9,0
2249,733-29-1227,C,15570908,Female,29,Normal,687,0,1,Home and lifestyle,7,19.4635,55.61,408.7335,8.5,0
2250,548-48-3156,A,15662571,Male,35,Member,639,1,0,Food and beverages,2,8.334,83.34,175.014,7.6,0
2251,620-02-2046,C,15590286,Female,40,Normal,611,1,0,Home and lifestyle,2,6.94,69.4,145.74,9.0,0
2252,510-79-0415,B,15572093,Female,24,Member,613,1,0,Sports and travel,6,6.924,23.08,145.404,4.9,0
2253,744-16-7898,B,15766137,Male,34,Normal,497,1,1,Home and lifestyle,10,48.685,97.37,1022.385,4.9,0
2254,749-24-1565,A,15758750,Male,31,Normal,564,1,1,Health and beauty,9,10.3635,23.03,217.6335,7.9,0
2255,418-02-5978,B,15718242,Female,47,Normal,725,0,0,Health and beauty,9,37.8405,84.09,794.6505,8.0,1
2256,794-32-2436,B,15657449,Male,25,Member,446,1,0,Electronic accessories,2,5.567,55.67,116.907,6.0,0
2257,490-29-1201,A,15567860,Female,44,Normal,581,1,0,Sports and travel,1,0.767,15.34,16.107,6.5,1
2258,238-49-0436,A,15689201,Female,49,Normal,721,0,1,Health and beauty,8,12.984,32.46,272.664,4.9,0
2259,268-20-3585,C,15764448,Male,35,Normal,837,1,0,Health and beauty,9,6.2325,13.85,130.8825,6.0,0
2260,263-87-5680,C,15679531,Male,34,Member,618,1,1,Home and lifestyle,10,14.265,28.53,299.565,7.8,0
2261,628-90-8624,B,15695174,Male,29,Member,654,1,1,Health and beauty,10,41.29,82.58,867.09,5.0,0
2262,199-75-8169,A,15663888,Male,34,Member,549,1,0,Sports and travel,10,7.905,15.81,166.005,8.6,0
2263,743-88-1662,C,15628219,Female,37,Normal,665,1,1,Sports and travel,7,33.4215,95.49,701.8515,8.7,1
2264,649-11-3678,C,15611544,Male,36,Normal,701,1,0,Food and beverages,9,10.3185,22.93,216.6885,5.5,0
2265,156-95-3964,A,15688337,Male,40,Normal,721,1,1,Food and beverages,4,11.078,55.39,232.638,8.0,0
2266,308-81-0538,A,15728082,Male,28,Normal,601,1,0,Fashion accessories,4,14.61,73.05,306.81,4.9,0
2267,636-98-3364,B,15739858,Male,56,Member,618,1,1,Electronic accessories,3,3.939,26.26,82.719,6.3,1
2268,778-71-5554,C,15815271,Male,43,Member,755,1,0,Fashion accessories,1,0.7715,15.43,16.2015,6.1,1
2269,369-82-2676,B,15724955,Male,38,Normal,537,0,0,Electronic accessories,5,18.915,75.66,397.215,7.8,0
2270,593-14-4239,B,15689955,Female,40,Normal,461,1,0,Home and lifestyle,8,38.184,95.46,801.864,4.7,0
2271,378-24-2715,B,15663161,Female,51,Normal,680,0,0,Home and lifestyle,2,5.344,53.44,112.224,4.1,1
2272,526-86-8552,C,15694852,Male,29,Member,575,1,1,Home and lifestyle,10,10.91,21.82,229.11,7.1,0
2273,650-98-6268,B,15664720,Male,33,Member,714,0,0,Food and beverages,3,3.1305,20.87,65.7405,8.0,0
2274,886-54-6089,A,15684267,Male,39,Normal,607,1,1,Home and lifestyle,6,3.429,11.43,72.009,7.7,0
2275,866-99-7614,C,15700046,Male,41,Normal,635,1,0,Food and beverages,10,44.6,89.2,936.6,4.4,0
2276,252-56-2699,A,15603594,Male,24,Normal,635,1,1,Food and beverages,10,21.595,43.19,453.495,8.2,0
2277,522-57-8364,A,15655961,Male,27,Member,756,1,0,Fashion accessories,8,20.536,51.34,431.256,7.6,0
2278,333-23-2632,A,15729362,Male,36,Member,745,1,0,Health and beauty,7,3.528,10.08,74.088,4.2,0
2279,308-81-0538,A,15687094,Female,28,Normal,717,0,0,Fashion accessories,4,14.61,73.05,306.81,4.9,0
2280,610-46-4100,A,15730469,Male,31,Normal,663,0,1,Health and beauty,7,10.1325,28.95,212.7825,6.0,0
2281,189-98-2939,C,15589544,Female,57,Normal,673,1,1,Fashion accessories,9,35.3475,78.55,742.2975,7.2,0
2282,438-01-4015,B,15637954,Female,35,Member,730,1,1,Sports and travel,4,9.898,49.49,207.858,6.6,0
2283,746-04-1077,B,15595228,Male,45,Member,815,0,1,Food and beverages,10,42.315,84.63,888.615,9.0,1
2284,430-60-3493,A,15625023,Male,40,Member,682,0,1,Home and lifestyle,7,33.208,94.88,697.368,4.2,0
2285,149-71-6266,B,15667521,Female,22,Member,631,0,0,Sports and travel,9,35.1315,78.07,737.7615,4.5,0
2286,372-26-1506,C,15593736,Female,46,Normal,598,0,0,Fashion accessories,5,5.955,23.82,125.055,5.4,1
2287,574-57-9721,C,15688193,Male,36,Normal,468,0,0,Food and beverages,2,4.327,43.27,90.867,5.7,0
2288,605-03-2706,A,15712068,Male,45,Normal,592,0,1,Health and beauty,3,2.37,15.8,49.77,9.5,0
2289,642-61-4706,B,15795933,Female,49,Member,677,1,1,Food and beverages,2,9.34,93.4,196.14,5.5,0
2290,699-88-1972,B,15589435,Male,31,Normal,784,1,1,Health and beauty,8,39.664,99.16,832.944,4.2,0
2291,534-01-4457,A,15763274,Male,48,Normal,661,0,0,Food and beverages,6,24.513,81.71,514.773,8.0,0
2292,470-32-9057,A,15568164,Female,34,Member,850,1,1,Food and beverages,5,12.835,51.34,269.535,9.1,0
2293,878-30-2331,C,15612071,Female,32,Member,763,0,1,Sports and travel,10,27.275,54.55,572.775,7.1,0
2294,650-98-6268,B,15681180,Female,23,Member,771,1,0,Food and beverages,3,3.1305,20.87,65.7405,8.0,0
2295,690-01-6631,B,15787189,Male,60,Normal,824,0,0,Fashion accessories,10,8.745,17.49,183.645,6.6,1
2296,674-56-6360,A,15723858,Male,39,Normal,517,0,1,Electronic accessories,1,4.7575,95.15,99.9075,6.0,0
2297,859-97-6048,C,15572294,Male,28,Member,623,0,0,Electronic accessories,2,8.425,84.25,176.925,5.3,0
